Ride_ID,Fare,Distance_Miles,Ride_Request_Time,Pickup_Time,Dropoff_Time,Source_Zone,Destination_Zone,Driver_Rating_by_Customer,Ride_Status,Cancelled_By,Driver_ID,Customer_ID
1062,19.67,6.41,2023-02-02 21:52:35,2023-02-02 21:56:35,2023-02-02 22:50:35,Midtown Manhattan,Williamsburg (Brooklyn),4,Completed,,DRV_E54158,CUST_50F5C6F
1063,19.28,7.36,2023-02-22 07:40:11,2023-02-22 07:45:11,2023-02-22 08:06:11,Park Slope (Brooklyn),LaGuardia Airport (LGA),5,Completed,,DRV_592828,CUST_92FD991
1064,23.19,11.5,2023-01-18 14:15:52,2023-01-18 14:19:52,2023-01-18 15:01:52,Newark Liberty Airport (EWR),Flushing (Queens),4,Completed,,DRV_263172,CUST_72C24A0
1065,14.23,4.15,2023-02-02 18:29:46,2023-02-02 18:44:46,2023-02-02 19:06:46,SoHo,Staten Island (Residential),5,Completed,,DRV_7BB7AF,CUST_1FD244C
1066,22.78,6.62,2023-01-11 13:26:38,2023-01-11 13:38:38,2023-01-11 13:55:38,SoHo,Bay Ridge (Brooklyn),4,Completed,,DRV_DFEB55,CUST_C3F2AA5
1067,21.12,6.75,2023-02-11 04:58:48,2023-02-11 05:04:48,2023-02-11 05:52:48,Williamsburg (Brooklyn),Forest Hills (Queens),5,Completed,,DRV_54F4E5,CUST_41C6448
1068,22.1,6.1,2023-01-14 06:02:50,2023-01-14 06:16:50,2023-01-14 06:49:50,Upper East Side (Manhattan),Williamsburg (Brooklyn),5,Completed,,DRV_B97CDB,CUST_B3C32A3
1069,24.6,6.69,2023-01-23 03:32:19,2023-01-23 03:44:19,2023-01-23 04:30:19,Financial District,Upper East Side (Manhattan),4,Completed,,DRV_9E8C65,CUST_A792FBF
1070,27.36,8.08,2023-02-05 11:40:50,2023-02-05 11:53:50,2023-02-05 12:39:50,Newark Liberty Airport (EWR),Upper East Side (Manhattan),5,Completed,,DRV_8F2F67,CUST_CBE8C6D
1071,28.2,8.52,2023-02-09 02:18:49,2023-02-09 02:33:49,2023-02-09 03:04:49,Newark Liberty Airport (EWR),Long Island City (Queens),4,Completed,,DRV_B7743B,CUST_3C04B39
1072,6.67,1.63,2023-01-20 18:41:42,2023-01-20 18:56:42,2023-01-20 19:06:42,Greenwich Village,Bay Ridge (Brooklyn),4,Completed,,DRV_3EC07F,CUST_76BA5BC
1073,30.08,10.94,2023-02-20 13:54:44,2023-02-20 13:57:44,2023-02-20 14:41:44,Riverdale (Bronx),Park Slope (Brooklyn),4,Completed,,DRV_3BBC55,CUST_60FF483
1074,8.75,2.91,2023-01-08 01:23:06,2023-01-08 01:33:06,2023-01-08 02:07:06,JFK Airport,Park Slope (Brooklyn),5,Completed,,DRV_829FD8,CUST_1142507
1075,19.65,10.12,2023-01-05 11:48:04,2023-01-05 11:55:04,2023-01-05 12:26:04,JFK Airport,Staten Island (Residential),2,Completed,,DRV_A1D7CA,CUST_E16300E
1076,8.5,2.07,2023-01-15 11:38:48,2023-01-15 11:45:48,2023-01-15 12:10:48,Financial District,LaGuardia Airport (LGA),4,Completed,,DRV_77F670,CUST_444405E
1077,26.37,7.13,2023-01-31 12:04:03,2023-01-31 12:10:03,2023-01-31 12:40:03,SoHo,LaGuardia Airport (LGA),5,Completed,,DRV_2E667E,CUST_402FAA1
1078,22.3,4.29,2023-01-05 14:22:34,2023-01-05 14:35:34,2023-01-05 15:13:34,Greenwich Village,SoHo,4,Completed,,DRV_D64D7F,CUST_F9F023A
1079,23.65,10.5,2023-02-27 22:33:06,2023-02-27 22:43:06,2023-02-28 00:09:06,Flushing (Queens),Harlem (Manhattan),5,Completed,,DRV_AAA10B,CUST_DD6765A
1080,22.27,8.34,2023-01-25 09:53:27,2023-01-25 10:04:27,2023-01-25 10:53:27,Upper East Side (Manhattan),Riverdale (Bronx),4,Completed,,DRV_DD4EF8,CUST_8148C79
1081,7.33,2.11,2023-03-10 03:38:35,2023-03-10 03:53:35,2023-03-10 04:19:35,Bay Ridge (Brooklyn),Upper East Side (Manhattan),3,Cancelled_by_Customer,Customer,DRV_E30984,CUST_982A374
1082,8.16,2.98,2023-03-03 02:47:04,2023-03-03 02:51:04,2023-03-03 03:01:04,The Bronx (Residential),Williamsburg (Brooklyn),5,Completed,,DRV_AA68A6,CUST_4AB9308
1083,27.6,11.27,2023-03-02 11:01:48,2023-03-02 11:04:48,2023-03-02 12:26:48,Greenwich Village,Financial District,3,Completed,,DRV_E9216F,CUST_AFFF05F
1084,12.87,2.89,2023-01-01 19:00:10,2023-01-01 19:06:10,2023-01-01 19:19:10,Financial District,Forest Hills (Queens),2,Completed,,DRV_A03DF6,CUST_DFFD82A
1085,65.21,31.77,2023-01-06 17:42:44,2023-01-06 17:44:44,2023-01-06 19:17:44,Staten Island (Residential),Newark Liberty Airport (EWR),3,Completed,,DRV_5EC4AF,CUST_E9B34C1
1086,12.33,3.29,2023-02-28 02:12:32,2023-02-28 02:25:32,2023-02-28 02:50:32,Forest Hills (Queens),Newark Liberty Airport (EWR),3,Completed,,DRV_00EBCD,CUST_3F66B40
1087,30.17,9.68,2023-01-21 13:02:05,2023-01-21 13:13:05,2023-01-21 13:52:05,Williamsburg (Brooklyn),Park Slope (Brooklyn),2,Cancelled_by_Customer,Customer,DRV_470D93,CUST_50A1D21
1088,9.73,2.86,2023-02-17 23:49:04,2023-02-18 00:02:04,2023-02-18 00:24:04,Bay Ridge (Brooklyn),Financial District,5,Completed,,DRV_F3420D,CUST_FFAE5B1
1089,30.2,11.83,2023-02-03 03:25:28,2023-02-03 03:26:28,2023-02-03 04:00:28,Newark Liberty Airport (EWR),Upper East Side (Manhattan),5,Completed,,DRV_37B12C,CUST_4817EA3
1090,16.07,4.4,2023-01-03 13:23:01,2023-01-03 13:37:01,2023-01-03 13:54:01,Staten Island (Residential),JFK Airport,5,Completed,,DRV_7E5335,CUST_4D96E14
1091,13.14,3.47,2023-03-22 12:30:02,2023-03-22 12:44:02,2023-03-22 13:10:02,Bay Ridge (Brooklyn),Park Slope (Brooklyn),4,Completed,,DRV_21C5BA,CUST_3B1CD7A
1092,14.85,4.01,2023-02-28 07:11:34,2023-02-28 07:26:34,2023-02-28 07:42:34,Greenwich Village,Staten Island (Residential),5,Completed,,DRV_4251C8,CUST_DED1FF7
1093,33.01,11.06,2023-02-10 11:17:01,2023-02-10 11:31:01,2023-02-10 12:28:01,Park Slope (Brooklyn),LaGuardia Airport (LGA),1,Completed,,DRV_FE94C3,CUST_0F42BC1
1094,45.4,20.04,2023-02-06 13:52:48,2023-02-06 13:54:48,2023-02-06 16:00:48,Midtown Manhattan,Newark Liberty Airport (EWR),5,Completed,,DRV_F07EDF,CUST_F1B7ACA
1095,16.85,3.91,2023-01-26 02:08:24,2023-01-26 02:15:24,2023-01-26 02:30:24,Bay Ridge (Brooklyn),Upper East Side (Manhattan),4,Completed,,DRV_400758,CUST_A1C91A2
1096,33.13,11.54,2023-01-27 11:01:07,2023-01-27 11:10:07,2023-01-27 11:50:07,Williamsburg (Brooklyn),Upper East Side (Manhattan),3,Completed,,DRV_4819D3,CUST_7384DC4
1097,26.53,11.79,2023-03-01 17:18:42,2023-03-01 17:26:42,2023-03-01 18:20:42,Newark Liberty Airport (EWR),Forest Hills (Queens),4,Completed,,DRV_2BF77D,CUST_68252C0
1098,11.18,2.38,2023-03-01 14:17:24,2023-03-01 14:23:24,2023-03-01 14:48:24,Greenwich Village,Park Slope (Brooklyn),5,Completed,,DRV_08903D,CUST_B0C1F67
1099,10.82,5.14,2023-01-02 05:42:05,2023-01-02 05:51:05,2023-01-02 06:22:05,Harlem (Manhattan),The Bronx (Residential),4,Cancelled_by_Customer,Customer,DRV_7A3886,CUST_3977E67
1100,8.24,1.33,2023-02-12 05:23:46,2023-02-12 05:24:46,2023-02-12 05:39:46,JFK Airport,Riverdale (Bronx),4,Completed,,DRV_42233E,CUST_979967D
1101,8.31,1.52,2023-01-18 23:43:27,2023-01-18 23:45:27,2023-01-18 23:55:27,Riverdale (Bronx),Forest Hills (Queens),5,Cancelled_by_Driver,Driver,DRV_5E65B1,CUST_BE20866
1102,41.57,12.56,2023-03-30 12:56:51,2023-03-30 13:06:51,2023-03-30 14:12:51,JFK Airport,Upper East Side (Manhattan),5,Cancelled_by_Customer,Customer,DRV_E4342F,CUST_1062087
1103,17.5,6.53,2023-02-26 00:14:02,2023-02-26 00:29:02,2023-02-26 00:51:02,Riverdale (Bronx),Upper East Side (Manhattan),4,Completed,,DRV_E04424,CUST_BD0571B
1104,35.62,11.77,2023-01-26 09:17:20,2023-01-26 09:31:20,2023-01-26 10:19:20,Staten Island (Residential),Harlem (Manhattan),5,Completed,,DRV_EB964C,CUST_A2BD686
1105,26.54,6.88,2023-03-11 13:57:49,2023-03-11 14:12:49,2023-03-11 14:48:49,Greenwich Village,SoHo,5,Completed,,DRV_F719EC,CUST_1D19F9A
1106,55.13,18.19,2023-02-24 23:11:41,2023-02-24 23:17:41,2023-02-25 00:07:41,Harlem (Manhattan),Newark Liberty Airport (EWR),5,Completed,,DRV_2B45CF,CUST_860CBC6
1107,18.9,6.78,2023-02-13 04:51:52,2023-02-13 05:05:52,2023-02-13 06:07:52,Financial District,Upper East Side (Manhattan),4,Completed,,DRV_E94A8F,CUST_1382A19
1108,89.67,33.53,2023-01-16 14:30:50,2023-01-16 14:36:50,2023-01-16 16:11:50,Park Slope (Brooklyn),Flushing (Queens),2,Completed,,DRV_6DD43C,CUST_713A6A3
1109,6.56,0.89,2023-02-17 04:31:58,2023-02-17 04:33:58,2023-02-17 04:54:58,Bay Ridge (Brooklyn),SoHo,5,Completed,,DRV_F02C75,CUST_4A803FD
1110,51.55,16.7,2023-03-01 19:44:46,2023-03-01 19:48:46,2023-03-01 21:48:46,Long Island City (Queens),Forest Hills (Queens),4,Completed,,DRV_147FEC,CUST_ABCA88B
1111,14.42,4.07,2023-02-28 04:40:01,2023-02-28 04:52:01,2023-02-28 05:19:01,The Bronx (Residential),Williamsburg (Brooklyn),5,Completed,,DRV_61187F,CUST_4D9F059
1112,16.6,3.36,2023-01-25 18:08:16,2023-01-25 18:19:16,2023-01-25 18:34:16,Riverdale (Bronx),Financial District,5,Cancelled_by_Driver,Driver,DRV_15994D,CUST_DCFBAB1
1113,36.74,11.49,2023-03-16 15:42:00,2023-03-16 15:55:00,2023-03-16 17:06:00,Williamsburg (Brooklyn),Upper East Side (Manhattan),4,Completed,,DRV_D6EC76,CUST_92B1B6A
1114,9.04,1.6,2023-01-15 07:19:56,2023-01-15 07:21:56,2023-01-15 07:31:56,Upper East Side (Manhattan),Newark Liberty Airport (EWR),4,Completed,,DRV_D2A8A7,CUST_58743DA
1115,10.82,2.61,2023-03-22 13:00:28,2023-03-22 13:08:28,2023-03-22 13:33:28,Bay Ridge (Brooklyn),Staten Island (Residential),4,Completed,,DRV_8F9EDE,CUST_B1CEFE1
1116,31.8,9.39,2023-01-25 09:21:35,2023-01-25 09:30:35,2023-01-25 10:20:35,Harlem (Manhattan),Midtown Manhattan,3,Cancelled_by_Customer,Customer,DRV_04FA23,CUST_FD124AA
1117,5.86,0.54,2023-02-16 03:08:17,2023-02-16 03:20:17,2023-02-16 03:25:17,JFK Airport,LaGuardia Airport (LGA),3,Completed,,DRV_37B12C,CUST_9E0917F
1118,13.35,4.23,2023-02-02 01:49:39,2023-02-02 01:54:39,2023-02-02 02:13:39,Midtown Manhattan,SoHo,5,Completed,,DRV_111564,CUST_8918BFB
1119,8.47,2.06,2023-02-01 00:56:37,2023-02-01 01:08:37,2023-02-01 01:34:37,Riverdale (Bronx),Newark Liberty Airport (EWR),5,Completed,,DRV_BC8E91,CUST_EF0D77A
1120,33.3,9.59,2023-03-10 21:52:58,2023-03-10 22:01:58,2023-03-10 23:21:58,LaGuardia Airport (LGA),Harlem (Manhattan),5,Completed,,DRV_6BE175,CUST_E93CD43
1121,19.41,8.99,2023-03-12 18:58:10,2023-03-12 19:00:10,2023-03-12 19:39:10,JFK Airport,Greenwich Village,4,Completed,,DRV_0216B1,CUST_81C00FB
1122,20.42,7.11,2023-03-03 05:16:56,2023-03-03 05:18:56,2023-03-03 06:01:56,Harlem (Manhattan),Newark Liberty Airport (EWR),5,Cancelled_by_Driver,Driver,DRV_65A4D2,CUST_631235F
1123,26.01,6.8,2023-03-27 17:15:13,2023-03-27 17:17:13,2023-03-27 17:53:13,JFK Airport,Harlem (Manhattan),5,Completed,,DRV_037A1D,CUST_5C75C1E
1124,19.51,5.87,2023-03-19 08:14:24,2023-03-19 08:29:24,2023-03-19 08:54:24,Newark Liberty Airport (EWR),Upper East Side (Manhattan),3,Completed,,DRV_15994D,CUST_C619B7B
1125,11.67,2.95,2023-03-07 14:00:35,2023-03-07 14:11:35,2023-03-07 14:31:35,Bay Ridge (Brooklyn),Midtown Manhattan,4,Completed,,DRV_4BECC0,CUST_8AECE93
1126,25.07,7.18,2023-01-28 04:06:38,2023-01-28 04:09:38,2023-01-28 05:00:38,The Bronx (Residential),Newark Liberty Airport (EWR),5,Completed,,DRV_6DD43C,CUST_C81CE7D
1127,12.11,4.23,2023-01-29 05:36:33,2023-01-29 05:47:33,2023-01-29 06:19:33,Newark Liberty Airport (EWR),Riverdale (Bronx),4,Completed,,DRV_D64D7F,CUST_B8993A6
1128,26.03,12.28,2023-02-05 18:07:20,2023-02-05 18:19:20,2023-02-05 19:35:20,Forest Hills (Queens),Flushing (Queens),4,Completed,,DRV_B81829,CUST_2F0DF60
1129,13.25,5.2,2023-02-17 17:34:07,2023-02-17 17:39:07,2023-02-17 18:21:07,The Bronx (Residential),Staten Island (Residential),1,Completed,,DRV_4F0CD7,CUST_5A18B01
1130,24.84,9.67,2023-03-19 13:04:02,2023-03-19 13:12:02,2023-03-19 13:52:02,JFK Airport,Long Island City (Queens),5,Completed,,DRV_9B2124,CUST_5FCDD86
1131,17.85,8.92,2023-01-20 09:21:40,2023-01-20 09:25:40,2023-01-20 10:05:40,Riverdale (Bronx),Long Island City (Queens),4,Completed,,DRV_32DCDF,CUST_FB29CA1
1132,62.82,20.56,2023-01-02 05:52:50,2023-01-02 05:59:50,2023-01-02 07:31:50,Riverdale (Bronx),SoHo,4,Completed,,DRV_C750AA,CUST_70E1585
1133,15.19,5.99,2023-01-08 13:55:25,2023-01-08 13:58:25,2023-01-08 14:32:25,Newark Liberty Airport (EWR),SoHo,4,Completed,,DRV_DD4EF8,CUST_3A22F74
1134,27.0,9.5,2023-03-13 13:00:22,2023-03-13 13:10:22,2023-03-13 13:48:22,Long Island City (Queens),Midtown Manhattan,4,Completed,,DRV_BB3DF5,CUST_7D08689
1135,29.67,11.86,2023-03-30 19:13:36,2023-03-30 19:25:36,2023-03-30 20:09:36,LaGuardia Airport (LGA),Flushing (Queens),5,Completed,,DRV_9E51A1,CUST_A9324D1
1136,14.22,6.48,2023-01-06 20:48:49,2023-01-06 20:59:49,2023-01-06 21:35:49,Long Island City (Queens),JFK Airport,4,Cancelled_by_Customer,Customer,DRV_CBB170,CUST_268D8F6
1137,19.62,8.61,2023-01-03 02:35:36,2023-01-03 02:39:36,2023-01-03 03:14:36,SoHo,Flushing (Queens),5,Completed,,DRV_D9F45F,CUST_7555613
1138,39.36,15.88,2023-03-13 18:06:19,2023-03-13 18:20:19,2023-03-13 19:21:19,Williamsburg (Brooklyn),Long Island City (Queens),4,Completed,,DRV_2B3B31,CUST_044AAEB
1139,29.65,10.72,2023-01-28 07:49:28,2023-01-28 07:55:28,2023-01-28 08:40:28,SoHo,Newark Liberty Airport (EWR),4,Cancelled_by_Customer,Customer,DRV_962192,CUST_2B8483B
